;index_x;LLM_score;date;company;index_y;title;symbols;sentiment;ticker
2918;2917;0;2022-06-07T15:00:00+00:00;Heartland Financial USA Inc;130492;HTLF releases first DEI Annual Report;['HTLF.US', 'HTLFP.US'];{'polarity': 0.996, 'neg': 0.007, 'neu': 0.845, 'pos': 0.148};HTLFP
2956;2956;-1;2022-06-07T16:09:25+00:00;Zillow Group Inc;66786;Housing market drives home buyers to tears: Zillow study;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': -0.902, 'neg': 0.092, 'neu': 0.828, 'pos': 0.079};Z
2957;2956;-1;2022-06-07T16:09:25+00:00;Zillow Group Inc;67572;Housing market drives home buyers to tears: Zillow study;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': -0.902, 'neg': 0.092, 'neu': 0.828, 'pos': 0.079};ZG
3009;3009;0;2022-06-07T18:22:06+00:00;Franchise Group Inc;129564;Odd couple: Why does a franchise company want to buy Kohl's?;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};FRG
3010;3009;0;2022-06-07T18:22:06+00:00;Franchise Group Inc;133362;Odd couple: Why does a franchise company want to buy Kohl's?;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};FRGAP
3087;3087;0;2022-06-07T20:27:00+00:00;New York Mortgage Trust Inc;113618;New York Mortgage Trust, Inc. Announces Election of Gena Cheng to Board of Directors;['NKZB.F', 'NYMT.US', 'NYMTL.US', 'NYMTM.US', 'NYMTN.US', 'NYMTO.US', 'NYMTZ.US'];{'polarity': 0.993, 'neg': 0, 'neu': 0.876, 'pos': 0.124};NYMTM
3088;3087;0;2022-06-07T20:27:00+00:00;New York Mortgage Trust Inc;114612;New York Mortgage Trust, Inc. Announces Election of Gena Cheng to Board of Directors;['NKZB.F', 'NYMT.US', 'NYMTL.US', 'NYMTM.US', 'NYMTN.US', 'NYMTO.US', 'NYMTZ.US'];{'polarity': 0.993, 'neg': 0, 'neu': 0.876, 'pos': 0.124};NYMTN
3089;3087;0;2022-06-07T20:27:00+00:00;New York Mortgage Trust Inc;118112;New York Mortgage Trust, Inc. Announces Election of Gena Cheng to Board of Directors;['NKZB.F', 'NYMT.US', 'NYMTL.US', 'NYMTM.US', 'NYMTN.US', 'NYMTO.US', 'NYMTZ.US'];{'polarity': 0.993, 'neg': 0, 'neu': 0.876, 'pos': 0.124};NYMTL
3090;3087;0;2022-06-07T20:27:00+00:00;New York Mortgage Trust Inc;119650;New York Mortgage Trust, Inc. Announces Election of Gena Cheng to Board of Directors;['NKZB.F', 'NYMT.US', 'NYMTL.US', 'NYMTM.US', 'NYMTN.US', 'NYMTO.US', 'NYMTZ.US'];{'polarity': 0.993, 'neg': 0, 'neu': 0.876, 'pos': 0.124};NYMTZ
3091;3087;0;2022-06-07T20:27:00+00:00;New York Mortgage Trust Inc;135457;New York Mortgage Trust, Inc. Announces Election of Gena Cheng to Board of Directors;['NKZB.F', 'NYMT.US', 'NYMTL.US', 'NYMTM.US', 'NYMTN.US', 'NYMTO.US', 'NYMTZ.US'];{'polarity': 0.993, 'neg': 0, 'neu': 0.876, 'pos': 0.124};NYMT
3095;3095;0;2022-06-07T20:30:00+00:00;Qurate Retail Inc;64191;Qurate Retail, Inc. to Livestream Virtual Investor Event on June 27 at 9:30 am E.T.;['LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.84, 'neg': 0, 'neu': 0.954, 'pos': 0.046};QRTEP
3096;3095;0;2022-06-07T20:30:00+00:00;Qurate Retail Inc;154031;Qurate Retail, Inc. to Livestream Virtual Investor Event on June 27 at 9:30 am E.T.;['LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.84, 'neg': 0, 'neu': 0.954, 'pos': 0.046};QRTEA
3287;3287;-1;2022-06-08T11:19:00+00:00;Oxford Lane Capital Corp;93713;Oxford Lane Capital Corp. Announces Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.981, 'neg': 0.027, 'neu': 0.895, 'pos': 0.078};OXLCM
3288;3287;-1;2022-06-08T11:19:00+00:00;Oxford Lane Capital Corp;94846;Oxford Lane Capital Corp. Announces Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.981, 'neg': 0.027, 'neu': 0.895, 'pos': 0.078};OXLCL
3289;3287;-1;2022-06-08T11:19:00+00:00;Oxford Lane Capital Corp;131860;Oxford Lane Capital Corp. Announces Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.981, 'neg': 0.027, 'neu': 0.895, 'pos': 0.078};OXLC
3290;3287;-1;2022-06-08T11:19:00+00:00;Oxford Lane Capital Corp;176142;Oxford Lane Capital Corp. Announces Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.981, 'neg': 0.027, 'neu': 0.895, 'pos': 0.078};OXLCP
3346;3346;0;2022-06-08T12:00:31+00:00;Qurate Retail Inc;64190;The 7 Most Undervalued Small-Cap Stocks to Buy for June;['04M.F', 'ADV.US', 'CCS.US', 'CCT.F', 'COWN.US', 'CWGRP.US', 'LB3A.F', 'M4M.F', 'MHO.US', 'MICCF.US', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US', 'RLGY.US'];{'polarity': 0.999, 'neg': 0.015, 'neu': 0.866, 'pos': 0.118};QRTEP
3347;3346;0;2022-06-08T12:00:31+00:00;Qurate Retail Inc;154030;The 7 Most Undervalued Small-Cap Stocks to Buy for June;['04M.F', 'ADV.US', 'CCS.US', 'CCT.F', 'COWN.US', 'CWGRP.US', 'LB3A.F', 'M4M.F', 'MHO.US', 'MICCF.US', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US', 'RLGY.US'];{'polarity': 0.999, 'neg': 0.015, 'neu': 0.866, 'pos': 0.118};QRTEA
3391;3391;0;2022-06-08T12:36:55+00:00;Fortress Biotech Inc;110401;Do Institutions Own Fortress Biotech, Inc. (NASDAQ:FBIO) Shares?;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.997, 'neg': 0.018, 'neu': 0.884, 'pos': 0.097};FBIOP
3392;3391;0;2022-06-08T12:36:55+00:00;Fortress Biotech Inc;177422;Do Institutions Own Fortress Biotech, Inc. (NASDAQ:FBIO) Shares?;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.997, 'neg': 0.018, 'neu': 0.884, 'pos': 0.097};FBIO
3494;3494;0;2022-06-08T13:56:00+00:00;Zillow Group Inc;66785;3 Stocks That Will Help Pay for My Son's College;['0ZG.F', '0ZG2.F', '14N1.F', 'M3P.F', 'MPW.US', 'NRZ-PC.US', 'NRZ.US', 'Z.US', 'ZG.US'];{'polarity': 0.765, 'neg': 0, 'neu': 0.861, 'pos': 0.139};Z
3495;3494;0;2022-06-08T13:56:00+00:00;Zillow Group Inc;67571;3 Stocks That Will Help Pay for My Son's College;['0ZG.F', '0ZG2.F', '14N1.F', 'M3P.F', 'MPW.US', 'NRZ-PC.US', 'NRZ.US', 'Z.US', 'ZG.US'];{'polarity': 0.765, 'neg': 0, 'neu': 0.861, 'pos': 0.139};ZG
3593;3593;1;2022-06-08T15:30:03+00:00;Brighthouse Financial Inc;100547;Why Is Brighthouse Financial (BHF) Up 5.1% Since Last Earnings Report?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.989, 'neg': 0.048, 'neu': 0.852, 'pos': 0.1};BHF
3594;3593;1;2022-06-08T15:30:03+00:00;Brighthouse Financial Inc;119921;Why Is Brighthouse Financial (BHF) Up 5.1% Since Last Earnings Report?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.989, 'neg': 0.048, 'neu': 0.852, 'pos': 0.1};BHFAO
3595;3593;1;2022-06-08T15:30:03+00:00;Brighthouse Financial Inc;121630;Why Is Brighthouse Financial (BHF) Up 5.1% Since Last Earnings Report?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.989, 'neg': 0.048, 'neu': 0.852, 'pos': 0.1};BHFAP
3695;3695;0;2022-06-08T17:27:45+00:00;Franchise Group Inc;129560;Real estate key factor as Kohl's, Franchise Group negotiate potential sale;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0.459, 'neg': 0, 'neu': 0.852, 'pos': 0.148};FRG
3696;3695;0;2022-06-08T17:27:45+00:00;Franchise Group Inc;133361;Real estate key factor as Kohl's, Franchise Group negotiate potential sale;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0.459, 'neg': 0, 'neu': 0.852, 'pos': 0.148};FRGAP
3711;3711;-1;2022-06-08T18:24:07+00:00;Rush Enterprises Inc;97660;Rush Enterprises' (NASDAQ:RUSH.B) five-year earnings growth trails the strong shareholder returns;['RUNA.F', 'RUSH-B.US', 'RUSHA.US', 'RUSHB.US'];{'polarity': 0.999, 'neg': 0.027, 'neu': 0.781, 'pos': 0.192};RUSHB
3712;3711;-1;2022-06-08T18:24:07+00:00;Rush Enterprises Inc;98691;Rush Enterprises' (NASDAQ:RUSH.B) five-year earnings growth trails the strong shareholder returns;['RUNA.F', 'RUSH-B.US', 'RUSHA.US', 'RUSHB.US'];{'polarity': 0.999, 'neg': 0.027, 'neu': 0.781, 'pos': 0.192};RUSHA
3742;3742;1;2022-06-08T19:36:40+00:00;Zillow Group Inc;66784;Real estate: Dallas and Nashville neighborhoods have become 'mini boomtowns', broker says;['0ZG.F', '0ZG2.F', '2RM.F', 'CASH.US', 'FM7.F', 'FM7.STU', 'OPEN.US', 'R6G.F', 'RDFN.US', 'RKT.US', 'RMAX.US', 'Z.US', 'ZG.US'];{'polarity': 0.999, 'neg': 0.029, 'neu': 0.845, 'pos': 0.126};Z
3743;3742;1;2022-06-08T19:36:40+00:00;Zillow Group Inc;67570;Real estate: Dallas and Nashville neighborhoods have become 'mini boomtowns', broker says;['0ZG.F', '0ZG2.F', '2RM.F', 'CASH.US', 'FM7.F', 'FM7.STU', 'OPEN.US', 'R6G.F', 'RDFN.US', 'RKT.US', 'RMAX.US', 'Z.US', 'ZG.US'];{'polarity': 0.999, 'neg': 0.029, 'neu': 0.845, 'pos': 0.126};ZG
3830;3830;0;2022-06-08T23:11:00+00:00;Oxford Lane Capital Corp;93712;Oxford Lane Capital Corp. Prices Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.978, 'neg': 0.03, 'neu': 0.892, 'pos': 0.078};OXLCM
3831;3830;0;2022-06-08T23:11:00+00:00;Oxford Lane Capital Corp;94845;Oxford Lane Capital Corp. Prices Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.978, 'neg': 0.03, 'neu': 0.892, 'pos': 0.078};OXLCL
3832;3830;0;2022-06-08T23:11:00+00:00;Oxford Lane Capital Corp;131859;Oxford Lane Capital Corp. Prices Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.978, 'neg': 0.03, 'neu': 0.892, 'pos': 0.078};OXLC
3833;3830;0;2022-06-08T23:11:00+00:00;Oxford Lane Capital Corp;176141;Oxford Lane Capital Corp. Prices Preferred Stock Offering;['OXLC.US', 'OXLCL.US', 'OXLCM.US', 'OXLCO.US', 'OXLCP.US', 'OXLCZ.US'];{'polarity': 0.978, 'neg': 0.03, 'neu': 0.892, 'pos': 0.078};OXLCP
3878;3878;0;2022-06-09T09:21:00+00:00;AGNC Investment Corp;62896;The Smartest Stocks to Buy With $20 in a Nasdaq Bear Market;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'COMP.US', 'IXIC.INDX', 'N3IA.F', 'NIO.US', 'PLTR.US', 'PTX.F'];{'polarity': 0.877, 'neg': 0.025, 'neu': 0.819, 'pos': 0.156};AGNCN
3879;3878;0;2022-06-09T09:21:00+00:00;AGNC Investment Corp;64508;The Smartest Stocks to Buy With $20 in a Nasdaq Bear Market;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'COMP.US', 'IXIC.INDX', 'N3IA.F', 'NIO.US', 'PLTR.US', 'PTX.F'];{'polarity': 0.877, 'neg': 0.025, 'neu': 0.819, 'pos': 0.156};AGNCM
3880;3878;0;2022-06-09T09:21:00+00:00;AGNC Investment Corp;67076;The Smartest Stocks to Buy With $20 in a Nasdaq Bear Market;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'COMP.US', 'IXIC.INDX', 'N3IA.F', 'NIO.US', 'PLTR.US', 'PTX.F'];{'polarity': 0.877, 'neg': 0.025, 'neu': 0.819, 'pos': 0.156};AGNCP
3881;3878;0;2022-06-09T09:21:00+00:00;AGNC Investment Corp;85505;The Smartest Stocks to Buy With $20 in a Nasdaq Bear Market;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'COMP.US', 'IXIC.INDX', 'N3IA.F', 'NIO.US', 'PLTR.US', 'PTX.F'];{'polarity': 0.877, 'neg': 0.025, 'neu': 0.819, 'pos': 0.156};AGNC
3900;3900;0;2022-06-09T10:29:06+00:00;AMMO Inc;104305;AMMO (NASDAQ:POWW) Has A Pretty Healthy Balance Sheet;['POWW.US', 'POWWP.US'];{'polarity': 0.974, 'neg': 0.121, 'neu': 0.741, 'pos': 0.138};POWWP
3901;3900;0;2022-06-09T10:29:06+00:00;AMMO Inc;161916;AMMO (NASDAQ:POWW) Has A Pretty Healthy Balance Sheet;['POWW.US', 'POWWP.US'];{'polarity': 0.974, 'neg': 0.121, 'neu': 0.741, 'pos': 0.138};POWW
3926;3926;0;2022-06-09T11:00:00+00:00;Qurate Retail Inc;64189;QVC, Inc. Announces Cash Tender Offer for Any and All of Its Outstanding 4.375% Senior Secured Notes due 2023;['LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.993, 'neg': 0.021, 'neu': 0.88, 'pos': 0.098};QRTEP
3927;3926;0;2022-06-09T11:00:00+00:00;Qurate Retail Inc;154029;QVC, Inc. Announces Cash Tender Offer for Any and All of Its Outstanding 4.375% Senior Secured Notes due 2023;['LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.993, 'neg': 0.021, 'neu': 0.88, 'pos': 0.098};QRTEA
4030;4030;0;2022-06-09T12:31:12+00:00;Brighthouse Financial Inc;100546;Should You Retain Brighthouse (BHF) Stock in Your Portfolio?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.998, 'neg': 0.017, 'neu': 0.828, 'pos': 0.154};BHF
4031;4030;0;2022-06-09T12:31:12+00:00;Brighthouse Financial Inc;119920;Should You Retain Brighthouse (BHF) Stock in Your Portfolio?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.998, 'neg': 0.017, 'neu': 0.828, 'pos': 0.154};BHFAO
4032;4030;0;2022-06-09T12:31:12+00:00;Brighthouse Financial Inc;121629;Should You Retain Brighthouse (BHF) Stock in Your Portfolio?;['BHF.US', 'BHFAO.US', 'BHFAP.US'];{'polarity': 0.998, 'neg': 0.017, 'neu': 0.828, 'pos': 0.154};BHFAP
4061;4061;1;2022-06-09T13:00:00+00:00;FAT Brands Inc;159454;Fatburger Turns Up the Heat with Mike’s Hot Honey® for New Spicy Crispy Chicken Sandwich;['FAT.US', 'FATBP.US', 'FATBW.US'];{'polarity': 0.998, 'neg': 0.009, 'neu': 0.849, 'pos': 0.141};FATBP
4062;4061;1;2022-06-09T13:00:00+00:00;FAT Brands Inc;171183;Fatburger Turns Up the Heat with Mike’s Hot Honey® for New Spicy Crispy Chicken Sandwich;['FAT.US', 'FATBP.US', 'FATBW.US'];{'polarity': 0.998, 'neg': 0.009, 'neu': 0.849, 'pos': 0.141};FAT
4070;4070;0;2022-06-09T13:00:00+00:00;Qurate Retail Inc;64188;QVC Brings Its Live Shopping Experience to FuboTV;['FUBO.US', 'LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.996, 'neg': 0.004, 'neu': 0.88, 'pos': 0.116};QRTEP
4071;4070;0;2022-06-09T13:00:00+00:00;Qurate Retail Inc;154028;QVC Brings Its Live Shopping Experience to FuboTV;['FUBO.US', 'LB3A.F', 'QRTEA.US', 'QRTEB.US', 'QRTEP.US'];{'polarity': 0.996, 'neg': 0.004, 'neu': 0.88, 'pos': 0.116};QRTEA
4073;4073;1;2022-06-09T13:00:00+00:00;WesBanco Inc;119142;"WesBanco Appoints Richard Hunt as Executive Vice President and Director of Commercial &amp; Industrial Banking";['WSBC.US', 'WSBCP.US'];{'polarity': 0.997, 'neg': 0, 'neu': 0.841, 'pos': 0.159};WSBC
4074;4073;1;2022-06-09T13:00:00+00:00;WesBanco Inc;123526;"WesBanco Appoints Richard Hunt as Executive Vice President and Director of Commercial &amp; Industrial Banking";['WSBC.US', 'WSBCP.US'];{'polarity': 0.997, 'neg': 0, 'neu': 0.841, 'pos': 0.159};WSBCP
4131;4131;0;2022-06-09T13:49:48+00:00;Zillow Group Inc;66783;Zillow Group, Inc. (NASDAQ:ZG) Is About To Turn The Corner;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.993, 'neg': 0.034, 'neu': 0.861, 'pos': 0.105};Z
4132;4131;0;2022-06-09T13:49:48+00:00;Zillow Group Inc;67569;Zillow Group, Inc. (NASDAQ:ZG) Is About To Turn The Corner;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.993, 'neg': 0.034, 'neu': 0.861, 'pos': 0.105};ZG
4328;4328;1;2022-06-09T18:29:03+00:00;Franchise Group Inc;129558;If sale closes, Kohl's would be Franchise Group's biggest acquisition yet;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};FRG
4329;4328;1;2022-06-09T18:29:03+00:00;Franchise Group Inc;133360;If sale closes, Kohl's would be Franchise Group's biggest acquisition yet;['FRG.US', 'FRGAP.US', 'KHP.F', 'KHP.STU', 'KSS.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};FRGAP
4359;4359;-1;2022-06-09T19:39:43+00:00;Zillow Group Inc;66782;Rising mortgage rates are ‘a rude awakening’ for homebuyers: Economist;['0ZG.F', '0ZG2.F', '2RM.F', 'CASH.US', 'CCS.US', 'CCT.F', 'DOOR.US', 'FM7.F', 'FM7.STU', 'FVX.INDX', 'MII.F', 'RKT.US', 'RMAX.US', 'TNX.INDX'];{'polarity': 0.459, 'neg': 0, 'neu': 0.939, 'pos': 0.061};Z
4360;4359;-1;2022-06-09T19:39:43+00:00;Zillow Group Inc;67568;Rising mortgage rates are ‘a rude awakening’ for homebuyers: Economist;['0ZG.F', '0ZG2.F', '2RM.F', 'CASH.US', 'CCS.US', 'CCT.F', 'DOOR.US', 'FM7.F', 'FM7.STU', 'FVX.INDX', 'MII.F', 'RKT.US', 'RMAX.US', 'TNX.INDX'];{'polarity': 0.459, 'neg': 0, 'neu': 0.939, 'pos': 0.061};ZG
4363;4363;0;2022-06-09T19:58:19+00:00;Digital World Acquisition Corp;141039;DWAC Stock Is Being Controlled By Twitter’s Potential Takeover;['COST.US', 'DWAC.US', 'DWACW.US', 'MSFT.US', 'TWR.F', 'TWR.XETRA', 'TWTR.MX', 'TWTR.US', 'TWTR34.SA'];{'polarity': 0.996, 'neg': 0.053, 'neu': 0.812, 'pos': 0.135};DWAC
4364;4363;0;2022-06-09T19:58:19+00:00;Digital World Acquisition Corp;163606;DWAC Stock Is Being Controlled By Twitter’s Potential Takeover;['COST.US', 'DWAC.US', 'DWACW.US', 'MSFT.US', 'TWR.F', 'TWR.XETRA', 'TWTR.MX', 'TWTR.US', 'TWTR34.SA'];{'polarity': 0.996, 'neg': 0.053, 'neu': 0.812, 'pos': 0.135};DWACW
4370;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;62894;AGNC Investment Corp. Declares Second Quarter Dividends on Preferred Stock;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.994, 'neg': 0, 'neu': 0.888, 'pos': 0.112};AGNCN
4371;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;62895;AGNC Investment Corp. Declares Monthly Common Stock Dividend of $0.12 per Common Share for June 2022;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.939, 'neg': 0, 'neu': 0.875, 'pos': 0.125};AGNCN
4372;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;63937;AGNC Investment Corp. Declares Monthly Common Stock Dividend of $0.12 per Common Share for June 2022;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.939, 'neg': 0, 'neu': 0.875, 'pos': 0.125};AGNCO
4373;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;63938;AGNC Investment Corp. Declares Second Quarter Dividends on Preferred Stock;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.994, 'neg': 0, 'neu': 0.888, 'pos': 0.112};AGNCO
4374;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;64506;AGNC Investment Corp. Declares Second Quarter Dividends on Preferred Stock;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.994, 'neg': 0, 'neu': 0.888, 'pos': 0.112};AGNCM
4375;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;64507;AGNC Investment Corp. Declares Monthly Common Stock Dividend of $0.12 per Common Share for June 2022;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.939, 'neg': 0, 'neu': 0.875, 'pos': 0.125};AGNCM
4376;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;67074;AGNC Investment Corp. Declares Second Quarter Dividends on Preferred Stock;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.994, 'neg': 0, 'neu': 0.888, 'pos': 0.112};AGNCP
4377;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;67075;AGNC Investment Corp. Declares Monthly Common Stock Dividend of $0.12 per Common Share for June 2022;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.939, 'neg': 0, 'neu': 0.875, 'pos': 0.125};AGNCP
4378;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;85503;AGNC Investment Corp. Declares Second Quarter Dividends on Preferred Stock;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.994, 'neg': 0, 'neu': 0.888, 'pos': 0.112};AGNC
4379;4370;1;2022-06-09T20:01:00+00:00;AGNC Investment Corp;85504;AGNC Investment Corp. Declares Monthly Common Stock Dividend of $0.12 per Common Share for June 2022;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCO.US', 'AGNCP.US'];{'polarity': 0.939, 'neg': 0, 'neu': 0.875, 'pos': 0.125};AGNC
4459;4459;1;2022-06-09T21:45:09+00:00;AGNC Investment Corp;62893;AGNC Investment (AGNC) Gains As Market Dips: What You Should Know;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.99, 'neg': 0.026, 'neu': 0.868, 'pos': 0.105};AGNCN
4460;4459;1;2022-06-09T21:45:09+00:00;AGNC Investment Corp;64505;AGNC Investment (AGNC) Gains As Market Dips: What You Should Know;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.99, 'neg': 0.026, 'neu': 0.868, 'pos': 0.105};AGNCM
4461;4459;1;2022-06-09T21:45:09+00:00;AGNC Investment Corp;67073;AGNC Investment (AGNC) Gains As Market Dips: What You Should Know;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.99, 'neg': 0.026, 'neu': 0.868, 'pos': 0.105};AGNCP
4462;4459;1;2022-06-09T21:45:09+00:00;AGNC Investment Corp;85502;AGNC Investment (AGNC) Gains As Market Dips: What You Should Know;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.99, 'neg': 0.026, 'neu': 0.868, 'pos': 0.105};AGNC
4515;4515;0;2022-06-10T10:12:51+00:00;Seneca Foods Corp;153306;Is Seneca Foods Corporation's (NASDAQ:SENE.A) Stock's Recent Performance Being Led By Its Attractive Financial Prospects?;['SENE-A.US', 'SENEA.US', 'SENEB.US'];{'polarity': 0.998, 'neg': 0.022, 'neu': 0.824, 'pos': 0.154};SENEA
4516;4515;0;2022-06-10T10:12:51+00:00;Seneca Foods Corp;156207;Is Seneca Foods Corporation's (NASDAQ:SENE.A) Stock's Recent Performance Being Led By Its Attractive Financial Prospects?;['SENE-A.US', 'SENEA.US', 'SENEB.US'];{'polarity': 0.998, 'neg': 0.022, 'neu': 0.824, 'pos': 0.154};SENEB
4582;4582;0;2022-06-10T11:53:29+00:00;Brighthouse Financial Inc;100545;Duke Energy, Honeywell and Krispy Kreme among big Charlotte companies making progress with women on boards;['0JW.F', 'BHF.US', 'BHFAM.US', 'BHFAN.US', 'BHFAO.US', 'BHFAP.US', 'D2MN.F', 'DNUT.US', 'DUK-PA.US', 'DUK.US', 'DUKB34.SA', 'HON.MX', 'HON.US', 'HONB34.SA', 'JELD.US'];{'polarity': 0.681, 'neg': 0, 'neu': 0.833, 'pos': 0.167};BHF
4583;4582;0;2022-06-10T11:53:29+00:00;Brighthouse Financial Inc;119919;Duke Energy, Honeywell and Krispy Kreme among big Charlotte companies making progress with women on boards;['0JW.F', 'BHF.US', 'BHFAM.US', 'BHFAN.US', 'BHFAO.US', 'BHFAP.US', 'D2MN.F', 'DNUT.US', 'DUK-PA.US', 'DUK.US', 'DUKB34.SA', 'HON.MX', 'HON.US', 'HONB34.SA', 'JELD.US'];{'polarity': 0.681, 'neg': 0, 'neu': 0.833, 'pos': 0.167};BHFAO
